date,sleep_hours,energy_level,mood_score,exercise_minutes,interruptions,habits_planned,habits_completed,planned_task_hours,completed_task_hours,planned_study_hours,study_hours,planned_deep_work_hours,deep_work_hours,productivity_score
2024-08-07,7.1,4,5,45,3,5,4,7,3.25,0.5,0.25,3,1,49.5
2024-08-08,5.8,3,6,95,6,5,3,9.5,1,6.25,0.75,2.25,0.25,38.8
2024-08-09,6.6,5,4,0,6,6,3,6.75,3.75,0.75,0.5,4.25,1.5,44.1
2024-08-10,6.3,6,6,15,3,4,4,1.25,1,0.5,0.25,0.25,0.25,43.8
2024-08-11,5.4,3,4,0,9,4,3,1.75,0.25,1.25,0.25,0.25,0,12.6
2024-08-12,7.6,7,5,0,5,5,2,7.5,5.5,1.5,1,3.25,1.75,50
2024-08-13,6,4,3,0,5,5,2,7,3.75,4.5,2.25,0.25,0,35.4
2024-08-14,6.8,6,6,60,6,6,5,8,5.5,2,1.5,2,1,65
2024-08-15,5.7,2,5,30,5,5,2,6,2.25,1.25,0.25,1.75,0.75,30.2
2024-08-16,5.7,6,7,0,7,6,4,5.75,4,2,1.5,2,1.25,54.2
2024-08-17,7.8,7,6,40,1,4,4,4.25,3.75,1.5,1.5,1,1,68
2024-08-18,6.9,6,5,0,2,3,3,3,2.75,1,1,1,0.75,53.1
2024-08-19,7.1,3,6,0,4,6,3,6.75,1.25,1.25,0.25,2.5,0.5,29.2
2024-08-20,7.1,4,5,0,7,5,3,8,3,3.75,1.5,3,0.25,36.6
2024-08-21,7,6,6,0,6,5,3,8.75,4.75,2.5,1.25,1.25,0.25,41
2024-08-22,7.1,5,6,0,4,5,3,5.75,4.25,1.5,0.75,1.25,0.75,58.9
2024-08-23,8.4,4,5,0,9,5,4,6,2,3.25,1,1.25,0.25,32.2
2024-08-24,6.3,5,7,0,6,3,1,2.25,1,1.5,0.75,0.5,0.25,25.4
2024-08-25,,5,6,20,2,4,2,4.25,2.5,2.25,1.25,0,0,49.5
2024-08-26,7.8,7,4,0,7,6,4,7.5,4.5,1.75,1,2.5,1,50.3
2024-08-27,8.2,6,7,45,5,5,2,7.5,5.25,3.75,2.25,1.25,0.25,58.4
2024-08-28,5.6,3,4,0,4,6,3,5.25,2.25,1,0.5,1.5,0.5,36.3
2024-08-29,6.5,6,5,0,2,6,3,7,4,0.75,0.5,1.5,1,55.3
2024-08-30,8.2,5,6,0,5,5,3,7.75,6.25,1,0.5,3,2,56.7
2024-08-31,8.2,5,5,40,1,3,3,0.25,0.25,0,0,0,0,34.7
2024-09-01,7.9,6,6,0,0,3,1,3.75,3,1.5,1,0.75,0.5,53.7
2024-09-02,6.6,5,6,15,6,6,3,10,4,5.5,3,1,0.25,49.4
2024-09-03,6.6,3,4,0,2,6,4,5.75,2.5,1.25,0.25,1.75,0.5,47.9
2024-09-04,7,3,6,35,6,5,3,5.75,3,3,1.75,1,0.25,40.7
2024-09-05,6.6,5,4,0,2,6,4,5.75,4.5,0.5,0.5,0.75,0.5,47.9
2024-09-06,6.6,3,3,0,3,5,1,9,2.75,4.5,1.5,0.75,0,33.6
2024-09-07,7.5,5,8,30,2,4,3,1.75,1,0.5,0.25,0.25,0,38.8
2024-09-08,6.7,2,3,30,4,4,2,5.75,1,1.5,0.5,1.5,0.25,18.3
2024-09-09,7,3,5,35,3,6,4,7,2,2.25,0.75,2.25,0.25,38.7
2024-09-10,9.4,5,7,15,6,5,2,6,4,2.25,1,2.5,0.5,45
2024-09-11,5.2,3,5,35,6,5,2,8.25,5,3,1.5,4,1.5,41.2
2024-09-12,7.1,4,6,0,7,6,3,6.5,3.25,1,0.5,1.5,0.5,44.2
2024-09-13,6.4,7,7,20,1,5,5,6.75,5.75,2.25,1.75,1,1,70.2
2024-09-14,8.1,5,6,20,1,3,2,3,2,0.5,0.5,1.5,0.75,49
2024-09-15,7.6,5,5,0,7,3,0,3.75,1.75,0.5,0.25,1.75,0.75,33.7
2024-09-16,7.7,8,4,20,2,6,5,6.75,6,2.25,2,2.5,1.75,73.7
2024-09-17,8,6,5,25,7,5,4,7,5,2.25,1.5,3.25,1.25,52.8
2024-09-18,7.2,5,5,0,8,6,2,8,2.75,0.75,0.5,2,0.25,43.1
2024-09-19,7.9,6,6,10,7,6,6,9.25,5,1.75,1,2.25,1.25,54.3
2024-09-20,4.8,3,7,0,7,6,5,7.75,3.5,0.5,0.25,5,1.75,30.8
2024-09-21,9.2,8,7,0,3,4,3,4.75,4.75,2.75,2.5,0.25,0.25,62.5
2024-09-22,7.9,5,6,0,4,3,3,4.5,3.5,0.5,0.25,1.75,1,47.1
2024-09-23,7.5,4,6,0,2,6,3,6,1.75,1.75,0.75,3.5,0.75,37.9
2024-09-24,5.8,3,5,0,6,6,1,7.75,4,2.25,1,2.25,0.75,46.5
2024-09-25,6.6,5,6,0,3,6,4,7.25,4,4.25,3.25,1.5,1,66.4
2024-09-26,7.4,6,6,0,5,6,5,5.25,4,0.25,0.25,1.75,1,55.4
2024-09-27,6.8,5,5,40,1,6,5,6.5,5,4.25,3.75,1,0.75,60.3
2024-09-28,7.7,7,6,0,5,4,3,3.5,2.75,1.75,1.5,0.75,0.5,49.1
2024-09-29,8.4,7,6,0,3,4,3,4,2.5,1.5,1,0.5,0.25,52.1
2024-09-30,5.2,2,5,0,4,5,0,9,1.5,3.5,1,2.25,0,14.3
2024-10-01,7.5,5,4,65,4,5,2,7.5,4,2.75,1.75,2,1,47.5
2024-10-02,6.8,5,6,35,5,5,4,8.75,6,1.25,0.75,1.5,0.5,60.3
2024-10-03,6.8,,7,0,2,6,3,7.25,3.25,2.5,1.5,3.25,1.5,46.8
2024-10-04,5.4,3,5,55,2,5,2,7,3.5,3,1.5,0.25,0,33.7
2024-10-05,7.9,6,8,0,3,3,3,4.5,2.5,2,1,0.5,0.25,51.9
2024-10-06,5.7,3,6,35,2,4,0,1.75,1.25,0.5,0.25,0.5,0.25,31.9
2024-10-07,7.8,6,6,25,3,5,4,7,5,2,1.5,2,1.5,59.6
2024-10-08,5.8,6,7,70,,6,6,5.25,4.5,1.25,1,0.5,0.25,61.5
2024-10-09,7.1,6,5,0,5,6,4,6.25,4.5,0.5,0.25,1,0.75,57.4
2024-10-10,7.1,8,4,0,4,5,4,6.5,6,2.75,2.25,2,1.75,65.7
2024-10-11,7.9,5,6,0,6,5,5,7.5,5,0.75,0.5,2.25,1,60.6
2024-10-12,7.3,6,8,0,4,4,3,3.25,2,0.5,0.25,1.25,0.75,50
2024-10-13,6.8,7,7,0,1,4,3,1.5,1.25,0,0,1.25,1,43.9
2024-10-14,6.8,5,7,45,3,6,4,7.5,7.25,1,0.75,2.75,2.75,75.6
2024-10-15,8.3,4,6,30,3,6,5,6.75,5.25,1.5,1,1.5,1.25,59.9
2024-10-16,7.9,9,9,0,4,5,5,3.25,3,0.25,0.25,1,0.75,68.3
2024-10-17,6.8,5,6,0,5,6,5,6.25,4.5,3.5,2.25,1,0.5,55.7
2024-10-18,7,6,7,65,5,5,5,8.5,6,0.5,0.25,3.75,2.25,71.5
2024-10-19,6.4,5,4,0,6,3,2,5.25,4,1.25,1,1.75,1.25,47.8
2024-10-20,8,6,5,25,3,4,3,0.25,0.25,0,0,0.25,0.25,36.4
2024-10-21,5.5,2,5,0,2,5,1,9,4,2.5,1.25,2,1,38.5
2024-10-22,7.9,6,7,0,4,6,5,6,5.75,2.25,1.75,3.5,3.25,68.5
2024-10-23,7.3,7,8,25,4,6,5,7,5.75,2.25,1.75,2,1.5,75.7
2024-10-24,9,4,,0,6,5,3,5.25,1.25,2.25,0.75,0.5,0,25.3
2024-10-25,,3,3,0,6,6,2,9,5.75,5.75,3.5,0.5,0.25,41.6
2024-10-26,7.2,4,5,0,4,4,2,5.25,3.5,0.25,0.25,2.5,1.75,45.2
2024-10-27,8.9,4,,0,2,3,2,3.5,2.25,1.25,0.5,0.5,0.25,35.7
2024-10-28,7.8,5,6,20,3,6,6,8.75,6.25,5.5,3.75,2,1.5,70
2024-10-29,5.9,3,3,95,5,5,1,7.75,2.5,1.25,0.25,1.25,0.25,24.4
2024-10-30,6.5,2,4,35,5,6,1,5.75,1.25,1.25,0.25,0.5,0,26.1
2024-10-31,6.5,3,4,45,7,5,3,6.25,1.25,1.25,0.25,0.75,0,25.3
2024-11-01,6.8,4,5,5,5,6,2,7.75,1.75,2.25,0.75,3.5,0.75,30.9
2024-11-02,6.1,1,2,0,5,4,0,4.5,1.25,0.75,0.25,0.5,0,4.9
2024-11-03,7,5,3,50,3,4,2,3.75,1.5,1.25,0.5,1.25,0.25,33.8
2024-11-04,5.2,3,5,,4,5,2,7,2.25,2,1,2.75,1.25,27.6
2024-11-05,6.7,3,5,35,3,6,3,5,2.25,2.5,0.75,1.75,0.5,47
2024-11-06,6.8,4,6,75,5,5,2,9,3.5,2.75,1,3.75,1.25,47
2024-11-07,6.5,4,4,0,6,5,1,7.25,3,5,2.5,0.75,0,37.8
2024-11-08,5.4,3,6,0,3,6,3,5.75,2.75,1,0.5,2.25,1,32.4
2024-11-09,8.8,9,8,0,2,4,3,3.5,3.25,2,1.75,0.75,0.75,65
2024-11-10,8.2,7,8,15,5,4,1,1.25,1,0,0,0.75,0.75,50.9
2024-11-11,6.7,4,6,0,3,5,3,5.5,4,1,0.5,0.25,0.25,53.9
2024-11-12,7,6,4,45,4,6,5,8.25,6.75,3.25,2.5,0.75,0.5,61.9
2024-11-13,6,6,6,15,7,6,6,10,4.75,1.75,0.75,2.25,0.75,56.1
2024-11-14,6.4,5,6,0,5,6,2,8,7.25,3,2.75,1.75,1.25,62.6
2024-11-15,7,8,8,35,1,5,4,7,5.75,1.5,1.25,4,3.5,78.3
2024-11-16,9,6,5,0,2,4,4,3,2.25,0.25,0.25,1.25,1,62.5
2024-11-17,7.2,4,5,0,3,4,3,2,1.25,0.75,0.5,0.5,0.25,39.5
2024-11-18,7.6,6,7,10,6,6,4,9.75,4.75,1,0.5,4,2,56.5
2024-11-19,6.7,4,6,30,4,5,4,6.75,4.75,1.75,1.25,2.5,2,59.7
2024-11-20,7.6,7,6,0,5,5,4,9.75,7.75,2.25,1.75,3.25,2.25,74.5
2024-11-21,7.1,8,9,20,1,5,4,8.75,8,5,5,2.25,2.25,91.1
2024-11-22,7.9,4,5,65,3,6,5,4.75,2.25,1.5,0.75,0.75,0.5,52.6
2024-11-23,,5,7,10,3,3,0,1.75,1.25,1,0.75,0.5,0.5,39.3
2024-11-24,6.3,4,7,0,4,3,0,4.75,3,0.75,0.5,0.5,0.25,33.3
2024-11-25,6,5,6,30,,6,5,7,5.5,4.5,3.75,0.75,0.5,66.8
2024-11-26,6.3,4,5,0,6,5,2,7,3.5,2.75,1.5,3.75,1.25,41.6
2024-11-27,5.6,4,5,0,3,6,4,11,5,2,0.75,5,1.75,46.8
2024-11-28,7,5,5,25,4,6,4,5.5,2,1.25,0.5,3,0.75,34.3
2024-11-29,5.8,2,2,0,8,5,3,7.25,2,2.5,0.5,2.25,0.25,18.2
2024-11-30,9,4,4,0,3,3,0,3.5,1.5,1.5,0.75,1,0.25,20.1
2024-12-01,5.3,1,3,0,5,4,1,2.5,0.25,0.25,0,1.25,0,0
2024-12-02,6.5,2,3,5,4,5,1,7.25,1,4.5,0,1,0.25,23.6
2024-12-03,5.7,4,5,25,4,6,4,5.75,3.25,0.75,0.5,1.25,0.75,40.4
2024-12-04,6.3,2,2,0,3,5,2,7.25,2.25,0.5,0.25,1.5,0.75,41.1
2024-12-05,6.7,5,5,0,6,5,0,7.75,4.25,1.25,0.75,3.25,1.25,45.5
2024-12-06,4.6,,3,0,4,5,0,7.5,2.25,5.25,0.75,0.25,0,9.1
2024-12-07,,6,4,20,2,4,4,1.5,1,0.25,0.25,0.5,0.25,50
2024-12-08,9.1,5,5,40,1,3,3,5,3.5,1.25,1,2.5,1.75,60.6
2024-12-09,6.2,4,4,0,6,5,0,8.25,2.75,3.75,1.25,1,0.25,27
2024-12-10,7,2,6,60,5,5,2,7,2,2.25,0.75,1.5,0.25,35.7
2024-12-11,,6,5,0,2,5,4,5.5,5,3,2.75,1.25,1,53.5
2024-12-12,6.8,5,6,0,2,5,4,6.25,5,1,0.75,0.75,0.5,58.6
2024-12-13,6.4,4,7,5,5,6,5,6.75,4.25,3.75,2.75,1.25,0.75,50.5
2024-12-14,5.7,5,5,0,6,4,2,1.75,1.5,0.75,0.5,0.5,0.5,36.7
2024-12-15,8.1,6,6,0,2,3,3,0,0,0,0,0,0,30.9
2024-12-16,6.8,4,7,0,3,6,2,5.75,2.5,2,1,2,1,41.5
2024-12-17,6,4,6,30,4,6,5,5.5,2.5,1.25,0.75,2.75,1,45.5
2024-12-18,6.8,4,5,0,2,6,1,4.75,2,1.5,0.75,0.5,0.25,32.3
2024-12-19,5.9,3,3,0,6,6,2,6.75,1,1,0.25,3.25,0,15.9
2024-12-20,6.2,4,6,,3,5,2,5,3.25,2.75,1.5,0.75,0.25,37.8
2024-12-21,7.8,6,6,45,4,4,3,4.25,2.25,2.5,1,0.75,0.25,47.4
2024-12-22,6,2,3,65,,4,2,4.75,1.75,0.75,0.25,0.75,0.25,30.2
2024-12-23,7.6,5,5,0,3,6,2,5.25,2.75,2,1,1.5,1,38.8
2024-12-24,5.7,5,4,0,2,5,4,7.5,5,2.5,1.75,1.5,1,57.9
2024-12-25,5.9,1,5,80,4,6,2,8,1.75,1.75,0,2.75,0.25,28.2
2024-12-26,8.1,5,3,,3,6,1,6.25,3.5,2,1.25,1.5,0.5,44.2
2024-12-27,7.3,3,5,20,5,6,3,6.5,3,2,0.5,2,0.5,36.9
2024-12-28,7.4,5,5,0,1,3,1,2.75,1.75,0.75,0.5,1.5,1,41.6
2024-12-29,6.6,3,3,0,5,3,1,5,1.75,2.75,1,1.25,0.5,28.9
2024-12-30,6.5,,5,15,3,6,5,6,4.25,2,1.25,2.25,1.25,58
2024-12-31,6.9,7,7,0,2,5,4,8.5,5.5,3.75,2.75,1.75,1,65.4
2025-01-01,6.7,3,6,0,6,5,2,8.25,0.5,3,0.5,2,0.25,30.8
2025-01-02,6.7,3,3,0,5,6,5,7.75,4,1.25,0.5,0.5,0,48.2
2025-01-03,6.8,3,3,0,6,6,2,8.25,4.25,3.5,1.75,1.5,0.5,36.8
2025-01-04,7.4,8,8,0,5,3,1,3.75,3.25,1,1,1.5,1.25,56.1
2025-01-05,6.2,4,5,0,2,3,2,8,5.5,5,4.25,2.25,1.25,58.7
2025-01-06,6.5,5,6,25,3,5,5,7.5,5.25,3.5,2.5,2.5,1.5,65.3
2025-01-07,7.9,6,5,0,6,5,3,8.25,6.25,6,5.5,0.25,0.25,58.2
2025-01-08,5.9,3,6,35,4,5,1,7.5,5.25,4.75,3,0.5,0.25,49.1
2025-01-09,7.1,6,9,30,3,6,5,7,5.75,1.5,1,1.75,1.25,68.7
2025-01-10,6.2,7,6,35,6,6,4,6.75,4.5,1.25,0.75,4.25,2,52.6
2025-01-11,7.2,6,6,0,3,3,2,2,1,0.25,0.25,0.25,0,32.5
2025-01-12,7.1,4,5,15,3,3,1,4.25,3.5,0.75,0.5,1.75,1,43.6
2025-01-13,8.4,7,,90,7,6,4,8.25,6,2.75,1.5,2,1.25,57.8
2025-01-14,7.3,4,4,20,6,5,2,5,2.25,1.5,0.75,1.5,0.5,41.9
2025-01-15,5.4,1,,10,4,5,2,6.25,1.75,0.75,0.25,2.5,0.5,22.6
2025-01-16,7.3,6,5,0,7,5,3,9.75,3.5,3.25,1.25,1,0.25,45.9
2025-01-17,6.2,5,7,15,3,6,2,6.25,4.5,2.25,1.25,1,0.75,49.1
2025-01-18,7.3,7,7,45,1,3,3,4,3.75,1.25,1.25,1.25,1,68.2
2025-01-19,8.2,6,6,0,,3,3,3.25,2.75,0.5,0.25,1,0.75,54.9
2025-01-20,6.7,5,6,100,3,6,3,7.5,4,4,2.5,2,1,62.1
2025-01-21,7.8,7,7,70,5,5,4,6,4,2,1.25,1.25,0.75,61
2025-01-22,6.3,5,4,0,3,5,3,6.75,6.25,1.75,1.5,3.75,2.75,61.6
2025-01-23,6.4,4,4,0,6,5,2,8,5.75,1.25,0.75,2.5,1.5,43.2
2025-01-24,6.2,2,6,40,1,6,2,6,2.25,4.5,2,1,0.25,42.7
2025-01-25,7.3,6,6,0,2,4,3,1.5,1.25,0.5,0.5,0.25,0.25,44.6
2025-01-26,9.1,8,7,50,2,4,4,1.75,1.5,0.25,0.25,0.25,0.25,52
2025-01-27,8.1,6,7,35,3,5,3,8.25,6.25,2.75,2.5,2.75,1.75,67.3
2025-01-28,8.8,8,8,40,4,5,4,7.25,6,2.75,2.5,1.5,1.5,68.9
2025-01-29,9.4,7,7,0,5,6,4,11.25,8,3.25,2.25,3.25,2,65.9
2025-01-30,6.5,7,6,30,3,6,6,8.25,7.5,3.25,3,4.75,4.5,88.4
2025-01-31,7.5,8,6,0,1,5,2,7.5,7.5,1.25,1,3.25,3.25,71.5
2025-02-01,7.1,6,7,0,3,4,4,5.25,4.5,1.25,1,1.5,1,57
2025-02-02,7.5,6,7,0,1,4,4,2.5,2.25,1,1,0.75,0.75,62.5
2025-02-03,7,6,6,0,6,6,3,8.75,6.75,5,3.25,2,1.5,62
2025-02-04,6.6,7,7,50,3,6,5,9.25,8.5,1.75,1.25,3.75,3,85.3
2025-02-05,6.6,6,6,40,10,5,3,9,6.5,3.5,2.5,1.75,1,62.8
2025-02-06,7,5,5,0,9,5,3,8,4,3.75,1.75,1.25,0.5,47.8
2025-02-07,6,2,5,100,2,5,2,5.25,3,2,1,0.5,0.25,48
2025-02-08,8.3,8,8,0,,3,3,0.5,0.5,0,0,0,0,48.6
2025-02-09,6.5,5,5,0,2,4,1,4.75,3.75,3.75,3,0.25,0.25,39.2
2025-02-10,9.6,7,6,0,3,6,5,5,4.25,0.75,0.75,2.25,1.75,50.4
2025-02-11,7,7,4,15,4,6,5,7.25,7,2.5,2,3.5,3.25,66.7
2025-02-12,7.6,8,7,0,2,5,5,7.75,7.5,1.5,1.25,0.25,0.25,86.4
2025-02-13,6.3,6,6,30,3,6,5,8.25,7.5,2.25,2,0.5,0.5,66.9
2025-02-14,,7,6,,5,5,4,7.75,6.5,2.25,2.25,0.5,0.5,70
2025-02-15,9.1,7,10,15,2,4,2,4.25,3.75,0.5,0.5,2.5,2.25,61.5
2025-02-16,,10,8,45,4,3,3,2,1.75,0.25,0.25,1,1,60.1
2025-02-17,,5,7,0,5,5,4,6.75,5.25,1.5,1,2,1.25,55.2
2025-02-18,7.4,6,7,20,3,5,5,5,4.5,1.5,1.25,1,0.75,64.6
2025-02-19,6.2,5,7,0,0,6,5,4.5,3.75,2.25,2,1.25,1,65.1
2025-02-20,8.2,5,5,40,10,5,2,8,5,1.5,1,1.5,0.75,51.4
2025-02-21,7.6,7,8,25,0,5,4,6,4.75,1.5,1.25,0.5,0.5,62
2025-02-22,7.6,5,7,90,3,3,2,1,0.75,0.25,0.25,0.5,0.25,37.7
2025-02-23,5.7,5,6,45,5,4,2,1.5,1.25,0.5,0.5,0.5,0.5,35.1
2025-02-24,6.5,7,7,0,4,5,3,6.25,5.75,3.25,2.75,0.5,0.5,54.1
2025-02-25,7.9,7,7,0,2,5,4,7.75,6.25,3.25,2.25,1.5,1.25,71.1
2025-02-26,8.4,7,7,45,4,5,3,6.25,5.75,1.5,1.25,2.75,2,69.5
2025-02-27,8.2,7,7,40,4,5,4,4.5,3.75,2.25,1.75,1.25,1.25,61.6
2025-02-28,5.7,4,6,0,5,6,4,7.25,3.5,0.75,0.5,1.5,0.75,39.6
2025-03-01,7.8,5,8,50,,4,1,2.75,2,0.75,0.5,0.5,0.25,45.6
2025-03-02,8.4,5,4,20,3,3,3,2.5,1.75,1,0.75,1,0.5,
2025-03-03,5.3,4,6,10,8,6,0,9.5,3.25,3.75,1.25,2.75,1,28.6
2025-03-04,6.6,4,4,0,5,5,2,5,2,1,0.5,2,0.75,34.1
2025-03-05,7,4,6,0,5,6,4,7.5,2.75,1.75,0.75,1.25,0.5,46.3
2025-03-06,6.6,4,5,25,5,5,4,5.75,3.75,0.5,0.25,0.5,0.25,45.8
2025-03-07,4.9,2,4,0,6,5,1,8.25,1.5,2.5,0.25,1.75,0.25,12.2
2025-03-08,7,5,5,0,3,3,2,2.5,0.75,0.25,0,0.75,0.25,26.5
2025-03-09,7.2,6,3,0,4,3,1,5.5,5.25,1,1,2.5,2.5,52
2025-03-10,7,5,8,0,3,6,3,5.75,4.25,1.75,1.25,1.5,1,56.4
2025-03-11,6.8,7,,0,3,6,5,6,6,4.25,4.25,0,0,65.3
2025-03-12,6.8,5,6,0,4,6,4,8.25,6.5,3.25,2.5,2.5,1.75,73.6
2025-03-13,7,5,4,0,7,5,3,9.25,5.75,3,1.5,2.5,1,53.6
2025-03-14,7.2,6,4,60,8,6,5,7.5,4.75,0.5,0.25,1.25,0.75,52.5
2025-03-15,7.3,6,6,0,2,3,2,0.75,0.5,0.25,0.25,0.25,0.25,41.4
2025-03-16,7.2,5,5,0,1,4,2,1.75,1.25,1.25,1,0.5,0.25,49.5
2025-03-17,7.3,5,4,20,8,6,5,10.25,4.5,2.75,1.5,4.75,1.25,52.8
2025-03-18,5.7,5,7,60,4,5,5,7.25,4.5,3.5,2.75,2.5,1.75,58.7
2025-03-19,7.7,9,5,10,4,5,4,9,9,2.75,2.25,1.25,1.25,79
2025-03-20,7,3,5,10,5,5,1,6,3.75,2.5,1.25,1.75,1.25,42.8
2025-03-21,7,6,6,15,4,6,5,7,4.5,3.25,1.75,0.25,0.25,48.8
2025-03-22,8.5,5,3,30,4,4,2,5.5,3.25,2.75,1.75,1,0.5,52.7
2025-03-23,5.8,3,5,10,1,3,1,2.75,1.75,0,0,1,0.75,40.6
2025-03-24,5.1,1,,0,2,6,1,6,1.75,0.25,0,3,0.5,18.7
2025-03-25,7.2,5,4,25,4,6,3,6,4.25,1.5,1.25,2.25,1,49.3
2025-03-26,6.9,4,6,95,7,5,1,8.25,5,5,2,1.5,0.75,52.1
2025-03-27,6.9,5,6,10,3,6,3,8.5,5.5,3.5,2,1.25,0.75,52.4
2025-03-28,6.5,4,,35,3,5,5,9,3.25,3,1.25,1.75,0.75,50.9
2025-03-29,8,4,5,45,5,4,2,3,1.75,0.75,0.75,1,0.5,37.4
2025-03-30,8.3,7,,0,3,3,2,3.5,3.25,0.75,0.75,1,1,51.5
2025-03-31,7.4,6,5,75,5,6,4,6.5,3.75,0.75,0.5,5,3.25,52.3
2025-04-01,6.5,5,5,50,5,5,5,8.75,4.75,7,3.75,1,0.5,63.4
2025-04-02,4.8,1,5,0,10,5,0,8,1.25,1.75,0.5,1.5,0.25,15
2025-04-03,7.7,6,5,0,3,5,3,5.75,4.5,0.75,0.75,2.5,1.75,58.4
2025-04-04,7.9,6,5,0,9,6,4,5.75,1.75,1.25,0.5,0.25,0,37.3
2025-04-05,7.7,3,3,10,,3,3,3,1.5,1.75,0.75,0.5,0.25,40.1
2025-04-06,6.1,2,3,0,3,4,0,3.25,1,1.5,0.25,0.25,0,13.8
2025-04-07,7,4,5,0,5,6,3,7,2,4.25,0.75,1.25,0,38.3
2025-04-08,7.3,6,2,0,8,6,5,8.5,4.5,1.75,1,2.75,0.5,38.3
2025-04-09,8,7,5,0,4,6,3,8,7.25,3.75,2.5,2.5,2,65.8
2025-04-10,6.1,2,4,0,11,6,3,8.75,0.25,2.25,0.25,3.25,0.25,15.4
2025-04-11,6.2,6,5,0,3,5,3,4.5,2.75,1.75,0.75,0,0,33.9
2025-04-12,7.9,4,3,30,12,4,1,7.5,1.75,0.75,0.25,0.75,0,32.8
2025-04-13,7.6,7,5,35,0,3,1,2,2,1,0.75,0.25,0.25,57.1
2025-04-14,5.8,4,6,0,3,6,4,5,3.5,3.75,2.25,0.5,0.25,42.7
2025-04-15,7.1,4,5,0,3,5,3,6.25,3.25,1.25,0.75,1.5,0.5,47.8
2025-04-16,7.2,5,6,20,4,6,4,6,3.75,0.75,0.5,2,0.75,49.1
2025-04-17,6.7,4,5,40,8,6,4,7,4,5.75,3.5,0.25,0.25,47
2025-04-18,6.8,5,5,25,4,5,2,9,3.25,4.5,2,1.75,0.5,39.9
2025-04-19,7.3,6,7,0,3,4,3,4.5,3.5,1.75,1.5,1,0.5,48.8
2025-04-20,9.2,8,7,75,4,3,3,3.75,3.5,2.5,2.25,0,0,67.2
2025-04-21,6.4,5,7,35,7,5,5,7.75,4,4.25,2.25,2.25,1.25,58.6
2025-04-22,6.9,6,9,40,4,6,4,7.75,7.5,1.75,1.5,1.25,1.25,75
2025-04-23,7.4,8,8,30,4,6,5,7.5,6.25,1,1,1.75,1.25,71.6
2025-04-24,8.4,8,7,0,4,5,5,7.5,6.75,4.25,3.75,2.25,1.75,81
2025-04-25,6.1,6,10,35,3,6,6,7.5,6,1.25,1,1,0.75,64.7
2025-04-26,6.8,6,7,30,3,4,4,4.5,4,0.75,0.75,0.5,0.5,59.6
2025-04-27,6.2,4,7,25,1,4,4,3.75,2.5,2.5,2.25,0.75,0.5,52
2025-04-28,7.9,8,8,30,1,6,5,5.5,5.5,1,1,1,1,83
2025-04-29,6.9,7,7,40,3,5,4,8,7.75,2.25,2,2.25,2.25,77.1
2025-04-30,7.2,8,8,0,7,5,5,8.25,7.5,5.25,5.25,1,0.75,74.2
2025-05-01,8.2,9,7,30,6,6,6,7.5,7.5,0.5,0.5,4.25,4,72.9
2025-05-02,6.9,6,8,70,8,6,6,8.5,6.75,5.5,4.75,0.5,0.25,68.7
2025-05-03,8.1,8,9,10,0,3,2,0,0,0,0,0,0,40.3
2025-05-04,7.7,8,8,20,5,4,4,4.75,4,1,0.75,1.75,1.5,71
2025-05-05,7.9,7,6,0,3,6,5,7.25,7,0.75,0.5,1.75,1.5,67.1
2025-05-06,7.7,6,6,10,4,6,3,4.5,3.5,1.25,1,0,0,51.7
2025-05-07,6.6,7,3,0,2,5,4,7,6.5,2.25,2,0.75,0.75,66.8
2025-05-08,7.1,6,6,0,3,5,3,6.25,5.5,0.75,0.5,0.25,0.25,56.9
2025-05-09,8.2,7,7,0,5,5,5,5.5,4.75,1.75,1.5,2,1.75,75.9
2025-05-10,7.8,5,6,25,0,4,3,0,0,0,0,0,0,30.6
2025-05-11,6.4,4,5,35,1,4,1,3.5,2,1.25,0.75,1.75,1,44.7
2025-05-12,7.4,4,4,0,5,5,3,7,4.25,1.25,0.5,2.5,0.75,47.9
2025-05-13,5.6,3,6,0,5,6,3,6.25,2.25,2.25,1,0.5,0.25,30.3
2025-05-14,,4,5,0,1,6,3,7.5,5.5,0.75,0.75,3,2.5,57.8
2025-05-15,7.7,9,8,0,4,5,5,8.25,6.75,2.5,2,2.25,1.75,70.7
2025-05-16,6.9,3,4,20,6,5,2,6,2,1,0.25,2.5,0,30.7
2025-05-17,7.6,4,5,0,6,4,4,1.5,0.75,0.25,0.25,0.5,0.25,37.2
2025-05-18,7.1,5,5,30,1,4,3,1.75,1,0.75,0.25,0.75,0.25,39.3
2025-05-19,7.3,6,7,0,6,6,3,4.5,2.5,0.5,0.25,1,0.5,37.6
2025-05-20,6.3,4,5,40,5,6,0,7,3.25,0.25,0.25,3,1.5,46.8
2025-05-21,6.9,5,8,80,9,5,4,6.5,3.25,0.25,0,1.75,0.5,51.5
2025-05-22,7.6,3,5,80,,6,2,6.75,3.75,2.25,1,1.5,0.75,42.9
2025-05-23,6.2,3,6,0,5,6,2,6.25,1.75,3,1.25,1,0.25,30
2025-05-24,6.9,4,5,0,5,3,2,3.5,1.5,2,1,0.5,0.25,31.4
2025-05-25,6.4,2,6,15,2,3,3,2.5,0.75,1.25,0.5,0.5,0.25,39.9
2025-05-26,5.6,2,3,,2,6,1,6.5,1.75,1.5,0.5,2.5,0.5,23.2
